ID-Global;ID;Article_Number;Article_Name;Summary_Consistency;Article_Olaf_Scholz;Article_SPD;Article_Robert_Habeck;Article_die_Gruenen;Article_Christian_Lindner;Article_FDP;Article_the_coalition_breakdown;Summary_Olaf_Scholz;Summary_SPD;Summary_Robert_Habeck;Summary_die_Gruenen;Summary_Christian_Lindner;Summary_FDP;Summary_the_coalition_breakdown;Comparison_Olaf_Scholz;Comparison_SPD;Comparison_Robert_Habeck;Comparison_die_Gruenen;Comparison_Christian_Lindner;Comparison_FDP;Comparison_the_coalition_breakdown
135;136;75;"Christian Lindner: ""Deutschlands frechster Arbeitsloser!"" Netz verspottet FDP-Politiker";1;1;1;;;-1;-1;-1;-1;;;;-1;-1;-1;-1;0;0;0;1;1;1
136;137;77;"Merz fordert Vertrauensfrage sofort; CDU-Chef macht nach Ampel-Aus punktuelle Zusammenarbeit mit Rot-Grün von Wahltermin im Januar abhängig";1;-1;-1;1;1;-1;-1;-1;-1;-1;-1;-1;0;-1;-1;1;1;-1;-1;-1;1;1
137;138;86;Christian Lindner News: Lindner: FDP könnte Gesetz gegen Kalte Progression zustimmen;1;-1;-1;;;1;1;-1;-1;-1;;-1;1;1;-1;1;1;0;-1;1;1;1
138;139;87;"Das sagt Wiesbadens Wirtschaft zum Ampel-Aus; Handwerkskammer und IHK äußern sich besorgt zum Bruch der Koalition und sehen Eile geboten";1;;;;;;;-1;;;;;;;-1;0;0;0;0;0;0;1
139;140;88;"Im Wahlamt laufen die Vorbereitungen; Nach dem Ampel-Aus findet die Bundestagswahl am 23. Februar statt / Eine Herausforderung, aber realisierbar";1;-1;-1;;;-1;-1;-1;-1;;;;;;-1;1;0;0;0;0;0;1
140;141;90;Grünen-Parteitag - Krönungsmesse statt Krisentreffen;1;;;1;1;;;;;;1;1;;;-1;0;0;1;1;0;0;-1
141;142;92;"FDP sieht Vorteile nach Ampel-Aus; Die hiesigen Liberalen blicken auf die Kommunalwahlen und wollen sich mit eigenen Lösungsansätzen profilieren.";1;-1;-1;-1;-1;1;1;0;-1;-1;-1;-1;1;1;1;1;1;1;1;1;1;-1
142;143;93;"Falsch bis zum Schluss; Jost Maurin über die Wirtschaftspolitik der FDP";1;1;1;;1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
143;144;94;"Ampel-Aus beflügelt die Grünen; Partei stellt in Wiesbaden die Weichen für den Wahlkampf / Ricarda Lang und Omid Nouripour ziehen Bilanz";1;;;1;1;-1;-1;-1;;;1;1;;;-1;0;0;1;1;0;0;1
144;145;99;"Ein beispielloser Krimi; Olaf Scholz entlässt Christian Lindner mit deutlichen Worten und besiegelt das Ampel-Aus. Deutschland vor Neuwahlen";1;1;1;0;0;-1;-1;1;1;1;1;1;-1;-1;-1;1;1;-1;-1;1;1;-1
145;146;1;"""Ungewöhnlich starker Zulauf""; Vier Parteien in Hessen verzeichnen jede Menge neue Mitglieder seit dem Bruch der Berliner Ampel";1;;;;;;;;;;;1;-1;0;-1;0;0;0;-1;-1;-1;-1
146;147;2;Ein Besuch Berlins in besonderen Zeiten;1;;;;;;;;;;;;;;0;0;0;0;0;0;0;-1
147;148;10;"Klare Worte zum Ampel-Aus; Bundestagsabgeordnete aus dem Landkreis Bad Kreuznach begrüßen Ende der Berliner Koalition";1;-1;0;;;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
148;149;12;"""Neuwahlen noch vor März""; Nach Ampel-Aus: Forderungen der IHK / Steht die rheinhessische Kammer hinter der FDP?";1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
149;150;15;"Brandenburg geht, Höppner bleibt; FDP-Staatssekretäre aus Rheinland-Pfalz trifft Ampel-Aus im Bund unterschiedlich - eine Ursachenforschung";1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
150;151;17;"Bundestagswahl ist für 23. Februar geplant; Ampel-Aus Zuvor will Bundeskanzler Scholz am 16. Dezember die Vertrauensfrage stellen";1;-1;-1;;;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
151;152;18;"Ist die Stunde des Parlaments ; Interview Linken-Politiker Gregor Gysi über Ampel-Aus, Neuwahl und Migration";1;-1;0;;0;-1;-1;-1;;;;;;;-1;0;0;0;0;0;0;1
152;153;19;"Musikalischer Abgang mit MB; Ex-Minister Marco Buschmann schreibt ein Lied auf das Ampel-Aus. Nun ja.";1;;;;;-1;-1;;;;;;;;;0;0;0;0;0;0;0
153;154;20;",,D-Day""-Desaster bei der FDP";1;;;;;-1;-1;;;;;;-1;-1;-1;0;0;0;0;1;1;-1
154;155;23;"Wie Trumps Sieg und das Ampel-Aus bewegen; In den USA ist die Präsidentschaftswahl entschieden, in Berlin bricht die Koalition:Zwei Reporter teilen ihre Sichtweisen zur aktuellen Lage und erklären, wie sie sie bewältigen.";1;-1;-1;-1;-1;-1;-1;-1;;;;;;;-1;0;0;0;0;0;0;1
155;156;25;"Rentenpaket II in Gefahr; Nach dem Ampel-Aus schwinden die Chancen für eine Verabschiedung der Reform im Bundestag";1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
156;157;29;"»Lässt jeglichen politischen Stil vermissen«; CSU-Landesgruppenchef Alexander Dobrindt übt nach dem Ampel-Aus deutliche Kritik.";1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
157;158;37;"Tangiert Ampel-Aus Klinikreform?; Krankenhäuser Landrat Heiner Scheffold hält es für wahrscheinlich, dass Gesetz in bisheriger Form umgesetzt wird.";1;;;;;;;-1;;;;;;;;0;0;0;0;0;0;0
158;159;38;"Unwillen zur Verantwortung; Kommentar";1;1;0;;;-1;-1;0;;;;;;;;0;0;0;0;0;0;0
159;160;39;"Gesetze in letzter Minute?; Trotz Ampel-Aus wollen die Abgeordneten von SPD und Grünen gerne noch einige Vorhaben durch den Bundestag bringen.";1;;;;;;;0;;;;;;;;0;0;0;0;0;0;0
160;161;43;Was der Verzicht von Pistorius auf die Kanzler-Kandidatur bedeutet;1;-1;-1;;;;;-1;-1;-1;;;;;-1;1;1;0;0;0;0;1
161;162;45;"Gerüstet für den Winter-Wahlkampf; Vorgezogene Bundestagswahl verlangt schnelles Handeln / Wie die Alzeyer Parteien aufgestellt sind";1;;0;;1;;1;-1;;;;;;;;0;0;0;0;0;0;0
162;163;50;"Die Angst vor dem Abstieg geht um; Hessische FDP hat inhaltlich und personell einen Kurswechsel vollzogen / Rechnung scheint aber nicht aufzugehen";1;;;;0;-1;-1;-1;;;;;1;-1;-1;0;0;0;0;-1;1;1
163;164;59;"Andrang bei den Chemnitzer ,,Ampelparteien""";1;-1;1;;1;-1;1;-1;;1;;1;;1;0;0;1;0;1;0;1;-1
164;165;60;"SPD hofft auf Scholz gegen Merz; Nach dem Ampel-Aus bereiten sich die Parteien auf vorgezogene Neuwahlen vor";1;0;0;0;0;-1;-1;0;-1;-1;0;0;-1;-1;-1;-1;-1;1;1;1;1;-1
165;166;61;"Ampel-Aus verschiebt Sozialreformen; Lauterbach kündigt eine Erhöhung der Beitragssätze an: Kranken- und Pflegeversicherung werden 2025 deutlich teurer";1;-1;-1;;;-1;-1;-1;;-1;;;-1;-1;-1;0;1;0;0;1;1;1
166;167;62;"""Längst überfällig""; Das Ende der Regierungskoalition in Berlin beschäftigt auch die Menschen in der Landeshauptstadt";1;1;1;;;-1;-1;-1;0;0;;;-1;-1;-1;-1;-1;0;0;1;1;1
167;168;63;"Welche Projekte Scholz noch durchbringen will; Steuerentlastungen, Rentenpaket, Asyl, Industrie: Trotz Ampel-Aus will der Kanzler noch wichtige Pläne umsetzen";1;1;1;;;-1;-1;-1;1;1;;;-1;-1;-1;1;1;0;0;1;1;1
168;169;64;"Der deutschen Wirtschaft fehlt es an Kraft ; Ifo-Index fällt wieder. Stimmung trübt sich ein";1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
169;170;66;Ricarda Lang: Nach Ampel-Bruch: Ex-Grünen-Chefin verspottet FDP;1;;;;;;;;;;;;;-1;-1;0;0;0;0;0;-1;-1
170;171;69;"Große Sorgen nach Ampel-Aus; Spitzensportförderung sollte erstmals im Gesetz verankert werden / Lage in Berlin beunruhigt Verbände und Athleten";1;0;;;;;;;;;;;;;-1;0;0;0;0;0;0;-1
171;172;70;"US-Wahl, Ampel-Aus und Entbürokratisierung; Zahlreiche Themen bei Mittelstands- und Wirtschaftsunion / Staatsminister Pentz kann nicht wie geplant dabei sein";1;;;;;;;-1;-1;-1;-1;-1;0;0;-1;-1;-1;-1;-1;-1;-1;1
172;173;72;"Christian Lindner: ""Deutschlands frechster Arbeitsloser!"" Netz verspottet FDP-Politiker";1;1;1;;;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
173;174;73;"Die Schulen hoffen auf Özdemir; Mit dem Ampel-Aus steht auch der Digitalpakt 2.0 in Frage   und damit eine bessere IT-Ausstattung an den Schulen. Eine neue Studie zeigt, wie groß der Handlungsbedarf ist. Zumindest die Bundesländer haben die Hoffnung auf eine Einigung noch nicht aufgegeben";1;;;;;;;;;;;;;-1;0;0;0;0;0;0;-1;-1
174;175;78;"Merz fordert Vertrauensfrage sofort; CDU-Chef macht nach Ampel-Aus punktuelle Zusammenarbeit mit Rot-Grün von Wahltermin im Januar abhängig";1;-1;-1;1;1;-1;-1;-1;-1;-1;-1;0;-1;-1;-1;1;1;-1;-1;1;1;1
175;176;87;"Das sagt Wiesbadens Wirtschaft zum Ampel-Aus; Handwerkskammer und IHK äußern sich besorgt zum Bruch der Koalition und sehen Eile geboten";1;;;;;;;-1;;;;;;;-1;0;0;0;0;0;0;1
176;177;89;Christian Lindner News: Lindner: FDP könnte Gesetz gegen Kalte Progression zustimmen;1;-1;-1;;;1;1;-1;-1;-1;;-1;1;1;-1;1;1;0;-1;1;1;1
177;178;91;"Im Wahlamt laufen die Vorbereitungen; Nach dem Ampel-Aus findet die Bundestagswahl am 23. Februar statt / Eine Herausforderung, aber realisierbar";1;-1;-1;;;-1;-1;-1;-1;;;;;;-1;1;0;0;0;0;0;1
178;179;92;"FDP sieht Vorteile nach Ampel-Aus; Die hiesigen Liberalen blicken auf die Kommunalwahlen und wollen sich mit eigenen Lösungsansätzen profilieren.";1;-1;-1;-1;-1;1;1;0;-1;-1;-1;-1;1;1;1;1;1;1;1;1;1;-1
179;180;93;Grünen-Parteitag - Krönungsmesse statt Krisentreffen;1;;;1;1;;;;;;1;1;;;-1;0;0;1;1;0;0;-1
180;181;94;"Falsch bis zum Schluss; Jost Maurin über die Wirtschaftspolitik der FDP";1;1;1;;1;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
181;182;95;"Ampel-Aus beflügelt die Grünen; Partei stellt in Wiesbaden die Weichen für den Wahlkampf / Ricarda Lang und Omid Nouripour ziehen Bilanz";1;;;1;1;-1;-1;-1;;;1;1;;;-1;0;0;1;1;0;0;1
182;183;96;"Ein beispielloser Krimi; Olaf Scholz entlässt Christian Lindner mit deutlichen Worten und besiegelt das Ampel-Aus. Deutschland vor Neuwahlen";1;1;1;0;0;-1;-1;1;1;1;1;1;-1;-1;-1;1;1;-1;-1;1;1;-1
183;184;2;"""D-Day""-Papier: Heftige Kritik nach Veröffentlichung - FDP skizzierte Ausstiegspläne aus der Ampel";1;-1;-1;0;0;-1;-1;-1;-1;-1;;;0;-1;-1;1;1;0;0;-1;1;1
184;185;4;FDP veröffentlicht »D-Day«-Papier;1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;1;-1;1;1;0;0;1;-1;1
185;186;5;"Pläne für den ,,D-Day""";1;;;;;-1;-1;0;;;;;0;-1;-1;0;0;0;0;-1;1;-1
186;187;6;Lindners Weg zum D-Day;1;0;0;;0;-1;-1;1;-1;;;;-1;-1;-1;-1;0;0;0;1;1;-1
187;188;7;FDP verliert durch D-Day-Papier Vertrauen - Umfragen;1;0;0;0;0;-1;-1;;;;;;1;-1;-1;0;0;0;0;-1;1;-1
188;189;9;"""D-Day""-Skandal: Lindner will sich rausreden";1;-1;-1;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
189;190;10;"FDP-Papier: ""D-Day-Szenario"" zu Koalitionsbruch";1;-1;-1;;0;-1;-1;-1;-1;-1;;-1;-1;-1;-1;1;1;0;-1;1;1;1
190;191;11;"FDP-Papier: ""D-Day-Szenario"" zu Koalitionsbruch";1;-1;-1;;0;-1;-1;-1;-1;-1;;-1;-1;-1;-1;1;1;0;-1;1;1;1
191;192;12;Dürr: Kannte «D-Day»-Papier auch nicht;1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
192;193;13;Dürr: Kannte 'D-Day'-Papier auch nicht;1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
193;194;14;FDP-Landesvize Czaja: «D-Day»-Papier ist indiskutabel;1;;;;;0;-1;-1;;;;;;-1;-1;0;0;0;0;0;1;1
194;195;15;"Dürr: Kannte ""D-Day""-Papier auch nicht";1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
195;196;16;"FDP-Landesvize Czaja: ""D-Day""-Papier ist indiskutabel";1;;;;;0;-1;-1;;;;;;-1;-1;0;0;0;0;0;1;1
196;197;17;FDP-Landesvize Czaja: «D-Day»-Papier ist indiskutabel;1;;;;;0;-1;-1;;;;;0;-1;-1;0;0;0;0;1;1;1
197;198;18;"Bericht; Lindner soll von  D-Day -Papier gewusst haben";1;;;;;-1;-1;0;;;;;-1;-1;-1;0;0;0;0;1;1;-1
198;199;19;"""D-Day""-Papier bringt FDP-Spitze in Erklärungsnot";1;-1;-1;;-1;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
199;200;20;"""D-Day""-Papier bringt FDP-Spitze in Erklärungsnot";1;-1;-1;;-1;-1;-1;-1;-1;-1;;-1;-1;-1;-1;1;1;0;1;1;1;1
200;201;21;„D-Day“ stürzt FDP in tiefe Krise;1;0;0;;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
201;202;22;D-Day -Papier wird zum Fiasko für FDP;1;;;;;-1;-1;;;;;;-1;-1;-1;0;0;0;0;1;1;-1
202;203;23;"FDP: Doppelter Rücktritt wegen ""D-Day""-Papier";1;-1;-1;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
203;204;24;Nach 'D-Day'-Papier: Lindner will nicht zurücktreten;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
204;205;26;ROUNDUP/FDP-Papier: 'D-Day-Szenario' zu Koalitionsbruch;1;-1;-1;;-1;-1;-1;-1;-1;-1;;-1;-1;-1;-1;1;1;0;1;1;1;1
205;206;27;Ampelbruch: FDP veröffentlicht D-Day-Drehbuch;1;-1;-1;;;-1;0;-1;-1;;;;-1;-1;-1;1;0;0;0;1;-1;1
206;207;33;Kemmerich: «D-Day»-Papier war unprofessionell;1;-1;;;;0;-1;-1;;;;;1;-1;-1;0;0;0;0;-1;1;1
207;208;39;"Vor dem ,,D-Day""";1;;;;;;;;;;;;-1;-1;-1;0;0;0;0;-1;-1;-1
208;209;40;"""D-Day""-Dokument: Kann man der FDP noch glauben?";1;;;;;-1;-1;-1;;;;;0;-1;-1;0;0;0;0;-1;1;1
209;210;42;"Kemmerich: ""D-Day""-Papier war unprofessionell";1;-1;;;;0;-1;-1;;;;;;-1;-1;0;0;0;0;0;1;1
210;211;43;ROUNDUP: 'D-Day'-Papier bringt FDP-Spitze in Erklärungsnot;1;-1;-1;;-1;-1;-1;-1;0;;;;;;;-1;0;0;0;0;0;0
211;212;44;"Lindner, die FDP und der ,,D-Day""";1;0;0;;;-1;-1;0;;;;;-1;-1;;0;0;0;0;1;1;0
212;213;45;D-Day und offene Feldschlacht;1;-1;-1;;;-1;-1;0;;;;;;;;0;0;0;0;0;0;0
213;214;46;"Nach ""D-Day""-Enthüllungen: FDP-Generalsekretär Djir-Sarai tritt zurück";1;;;;;-1;-1;-1;;;;;;-1;-1;0;0;0;0;0;1;1
214;215;47;"""D-Day-Papier"": Grünen-Chefin Brantner bezweifelt Unwissenheit Lindners";1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
215;216;48;"Der ""D-Day"" fordert seinen Tribut";1;-1;-1;0;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
216;217;49;"Der ,,D-Day"" holt die FDP ein";1;;;;;;;;;;;;-1;-1;-1;0;0;0;0;-1;-1;-1
217;218;50;"FDP-Papier: Warum die Verwendung des Begriffs ""D-Day"" problematisch ist";1;;;;1;-1;-1;-1;;;;1;;-1;-1;0;0;0;1;0;1;1
218;219;51;"""D-Day""-Papier: Das ist über Verfasser Carsten Reymann bekannt";1;0;0;;;-1;-1;0;;;;;-1;-1;-1;0;0;0;0;1;1;-1
219;220;52;"FDP macht  D-Day -Papier öffentlich;  Beginn der offenen Feldschlacht";1;-1;-1;0;-1;-1;-1;-1;;-1;;-1;-1;-1;-1;0;1;0;1;1;1;1
220;221;53;Banaszak zweifelt an Lindner-Darstellung zu „D-Day“-Papier;1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
221;222;54;Christian Lindner und der „D-Day“;1;-1;-1;0;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
222;223;55;Lindner-Vertrauter entschuldigt sich für Wortwahl im »D-Day«-Papier;1;;;;;-1;-1;;;;;;-1;-1;-1;0;0;0;0;1;1;-1
223;224;59;Banaszak zweifelt an Lindner-Darstellung zu «D-Day»-Papier;1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
224;225;61;"Banaszak zweifelt an Lindner-Darstellung zu ""D-Day""-Papier";0;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
225;226;62;Miersch fordert Entschuldigung von Lindner für »D-Day«-Papier;1;;0;1;1;-1;-1;-1;;-1;;-1;-1;-1;-1;0;-1;0;-1;1;1;1
226;227;63;"FDP veröffentlicht ""D-Day""-Papier - Ex-Ampel-Partner empört";1;-1;-1;;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
227;228;64;"""Totalausfall"": Politiker sind empört über ""D-Day""-Papier der FDP";1;-1;0;;0;-1;-1;-1;-1;-1;;-1;-1;-1;-1;1;-1;0;-1;1;1;1
228;229;65;Die FDP veröffentlicht ihr «D-Day»-Papier;1;1;0;;0;-1;-1;0;1;0;;0;-1;-1;-1;1;1;0;1;1;1;-1
229;230;66;"FDP veröffentlicht ""D-Day""-Papier - Ex-Ampel-Partner empört";1;-1;-1;0;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
230;231;67;FDP veröffentlicht «D-Day»-Papier - Ex-Ampel-Partner empört;1;-1;-1;0;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
231;232;68;"Lindner verteidigt FDP gegen Kritik an ""D-Day-Papier""";1;;;;;-1;-1;-1;;;;;1;1;;0;0;0;0;-1;-1;0
232;233;69;Debatte um 'D-Day'-Papier - Lindner wendet sich an Bürger;1;;;;;;;;;;;;1;1;-1;0;0;0;0;-1;-1;-1
233;234;70;Debatte um «D-Day»-Papier - Lindner wendet sich an Bürger;1;;;;;;;;;;;;-1;-1;-1;0;0;0;0;-1;-1;-1
234;235;72;"FDP veröffentlicht ,,D-Day""-Papier - Ex-Ampel-Partner empört";1;-1;0;;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
235;236;73;"Debatte um ""D-Day""-Papier - Lindner wendet sich an Bürger";1;;;;;;;;;;;;-1;-1;0;0;0;0;0;-1;-1;-1
236;237;75;"FDP-""D-Day""-Papier: Rücktritte schocken Partei kurz vor Bundestagswahl";1;;;;;-1;-1;0;;;;;-1;-1;-1;0;0;0;0;1;1;-1
237;238;76;"""D-Day""-Papier: FDP verteidigt umstrittenes Strategiepapier zum Ampel-Aus";1;-1;-1;;-1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
238;239;77;"Lindner und Dürr stellen ""D-Day-Papier"" als unwichtig dar";1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
239;240;78;"FDP: Fraktionschef Dürr kannte ""D-Day""-Papier nicht";1;-1;0;;0;-1;-1;-1;1;1;;;;;;-1;-1;0;0;0;0;0
240;241;79;"Affäre um ,,D-Day-Papier"": FDP-Generalsekretär und Bundesgeschätsführer treten zurück";1;-1;-1;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
241;242;80;"Strategie-Papier zum Ampel-Aus;  D-Day -Lüge! FDP entlarvt sich selbst";1;;0;;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
242;243;81;POLITIK: Banaszak zweifelt an Lindner-Darstellung zu 'D-Day'-Papier;1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
243;244;83;POLITIK: Grünen-Chefin bezweifelt Unwissenheit Lindners zu 'D-Day'-Papier;1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
244;245;84;ROUNDUP: FDP veröffentlicht 'D-Day'-Papier - Ex-Ampel-Partner empört;1;-1;-1;;1;-1;-1;-1;;-1;;-1;-1;-1;-1;0;1;0;-1;1;1;1
245;246;85;WDH: FDP veröffentlicht 'D-Day'-Papier - Ex-Ampel-Partner empört;1;-1;-1;0;0;-1;-1;-1;;-1;;-1;-1;-1;-1;0;1;0;-1;1;1;1
246;247;86;WDH: Debatte um 'D-Day'-Papier - Lindner wendet sich an Bürger;1;;;;;;;;;;;;1;0;-1;0;0;0;0;-1;-1;-1
247;248;87;",,D-Day""-Desaster bei der FDP";1;;;;;-1;-1;;;;;;-1;-1;-1;0;0;0;0;1;1;-1
248;249;88;"Christian Lindner News: Nach ""D-Day""-Papier: Lindner will nicht zurücktreten";1;0;0;;0;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
249;250;89;"D-Day-Desaster; War s das für Lindner und seine FDP?";1;;;;;1;1;;;;;;1;1;;0;0;0;0;1;1;0
250;251;90;Unionspolitiker warnen nach Projekt D-Day vor Schwarz-Gelb;1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
251;252;91;"""D-Day""-Papier der FDP: Heftige Reaktionen von SPD und Grüne";1;;-1;0;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
252;253;92;"Lindner verteidigt FDP gegen Kritik an ""D-Day-Papier""";1;;;;;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
253;254;93;"""D-Day""-Skandal: Christian Lindner weist Vorwürfe zurück";1;;;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
254;255;94;Miersch fordert Entschuldigung von Lindner zu 'D-Day'-Papier;1;;-1;;;-1;-1;-1;;-1;;;-1;-1;-1;0;1;0;0;1;1;1
255;256;95;"Vogt zum ""D-Day""-Papier: Einer liberalen Partei unwürdig";1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
256;257;96;Lindner will weiterhin nichts von »D-Day«-Papier gewusst haben;1;0;0;;;-1;-1;-1;0;;;;;;;1;0;0;0;0;0;0
257;258;97;ROUNDUP 2: FDP veröffentlicht 'D-Day'-Papier - Ex-Ampel-Partner empört;1;-1;-1;0;0;-1;-1;-1;;-1;;-1;-1;-1;-1;0;1;0;-1;1;1;1
258;259;98;Vogt zum «D-Day»-Papier: Einer liberalen Partei unwürdig;1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
259;260;99;"FDP-Chef Lindner nach D-Day-Desaster: ,,Natürlich muss ich mich prüfen""";1;0;;;;;;;-1;;;;-1;-1;-1;-1;0;0;0;-1;-1;-1
260;261;100;Vogt zum «D-Day»-Papier: Einer liberalen Partei unwürdig;1;-1;-1;;;-1;-1;-1;-1;-1;;;-1;-1;-1;1;1;0;0;1;1;1
261;262;101;"Rücktritt nach ,,D-Day-Papier"": FDP-Generalsekretär Djir-Sarai ist nur ein Bauernopfer";1;1;0;0;0;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
262;263;102;"Skandal kostete Vorgänger den Job; Buschmann kann sich nicht an  D-Day  erinnern";1;;;;;1;1;;;;;;1;0;;0;0;0;0;1;-1;0
263;264;103;"""D-Day""-Dokument aufgetaucht: ""Beginn der offenen Feldschlacht""";1;-1;-1;;;0;1;-1;-1;;;;-1;1;-1;1;0;0;0;-1;1;1
264;265;104;"FDP-Generalsekretär Djir-Sarai tritt wegen Affäre um ""D-Day-Papier"" zurück";1;;;;;0;-1;-1;;;;;;;;0;0;0;0;0;0;0
265;266;105;"Christian Lindner: Grünen-Chefin bezweifelt Unwissenheit Lindners zu ""D-Day""-Papier";1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
266;267;106;"FDP in Turbulenzen: Generalsekretär Djir-Sarai tritt wegen ""D-Day-Papier"" zurück";1;1;1;;1;-1;-1;-1;1;;;;;;;1;0;0;0;0;0;0
267;268;107;"FDP in Turbulenzen: Generalsekretär Djir-Sarai tritt wegen ""D-Day-Papier"" zurück";1;0;;;;;;;1;1;;;-1;-1;-1;-1;-1;0;0;-1;-1;-1
268;269;108;"FDP gerät wegen ,,D-Day""-Papier in Turbulenzen - Lindner auf Tauchstation";1;-1;-1;;;-1;-1;-1;;;;;-1;-1;-1;0;0;0;0;1;1;1
269;270;109;Das «D-Day»-Papier stürzt die FDP in die Krise;1;;;;;;;;;;;;;;;0;0;0;0;0;0;0
270;271;110;"D-Day-Desaster; War s das für Lindner und seine FDP?";1;;;;;1;1;;;;;;1;1;;0;0;0;0;1;1;0
271;272;111;Nach D-Day-Debakel in Deutschland: Buschmann soll neuer FDP-Generalsekretär werden;1;-1;-1;;;-1;-1;-1;-1;;;;-1;-1;-1;1;0;0;0;1;1;1
272;273;112;Nach D-Day-Skandal: FDP-General Djir-Sarai tritt zurück;1;;;;;-1;-1;-1;;;;;0;-1;-1;0;0;0;0;-1;1;1
273;274;113;FDP-Papier zeigt 'D-Day-Szenario' zu Koalitionsbruch;1;-1;-1;0;0;-1;-1;-1;-1;;;;-1;-1;-1;1;0;0;0;1;1;1
274;275;114;FDP-Papier zeigt  D-Day-Szenario  zu Bruch der Koalition;1;-1;-1;;;-1;-1;-1;-1;;;;-1;-1;-1;1;0;0;0;1;1;1
275;276;115;"""D-Day-Papier"" der FDP: Scholz sieht sich in Entschluss zu Ampel-Aus bestätigt";1;1;1;;0;-1;-1;1;1;1;;;-1;-1;1;1;1;0;0;1;1;1
276;277;116;"Christian Lindner News: Miersch fordert Entschuldigung von Lindner zu ""D-Day""-Papier";1;;-1;;;-1;-1;-1;;-1;;;-1;-1;-1;0;1;0;0;1;1;1
277;278;117;"Christian Lindner News: Debatte um ""D-Day""-Papier - Lindner wendet sich an Bürger";1;;;;;;;;;;;;-1;-1;0;0;0;0;0;-1;-1;-1
278;279;118;"Christian Lindner News: Banaszak zweifelt an Lindner-Darstellung zu ""D-Day""-Papier";1;;;;1;-1;-1;-1;;;;1;-1;-1;-1;0;0;0;1;1;1;1
279;280;119;"FDP in der Krise: Doppel-Rücktritt wegen Affäre um ""D-Day-Papier""";1;1;1;;1;-1;-1;-1;;;;;;;;0;0;0;0;0;0;0
280;281;120;"FDP in der Krise: Doppel-Rücktritt wegen Affäre um ""D-Day-Papier""";1;1;1;;1;-1;-1;1;1;0;;0;-1;-1;-1;1;-1;0;-1;1;1;-1
281;282;121;"D-Day -Papier; Noch lieber als die AfD hassen deutsche Journalisten nur die FDP";1;;;0;0;-1;-1;0;;;;;;-1;;0;0;0;0;0;1;0
