"ID","Article.File.Name","Article_Number","Article_Name","Summary_Consistency","Article_Olaf_Scholz","Article_SPD","Article_Robert_Habeck","Article_die_Gruenen","Article_Christian_Lindner","Article_FDP","Article_the_coalition_breakdown","Summary_Olaf_Scholz","Summary_SPD","Summary_Robert_Habeck","Summary_die_Gruenen","Summary_Christian_Lindner","Summary_FDP","Summary_the_coalition_breakdown","diff_scholz","diff_spd","diff_habeck","diff_gruene","diff_lindner","diff_fdp","diff_coalition"
162,"articles_newswires_processed.json",55,"DAX Rallies As Germany Faces Snap Election",1,-1,,,,-1,-1,-1,-1,-1,,,-1,-1,-1,1,0,1,1,1,1,1
163,"articles_newswires_processed.json",56,"Swiss central bank announces big rate cut to boost economy",1,-1,,,-1,,,-1,,,,,,,,0,1,1,0,1,1,0
164,"articles_newswires_processed.json",57,"European Shares Inch Higher With German Politics In Focus",1,-1,-1,,,-1,-1,-1,-1,-1,,,-1,-1,-1,1,1,1,1,1,1,1
165,"articles_newswires_processed.json",58,"Scholz confirms confidence vote in 1st speech since coalition gov't collapsed; GERMANY GOVERNMENT",1,0,0,,0,-1,-1,-1,0,,,,,,,1,0,1,0,0,0,0
166,"articles_newswires_processed.json",59,"Germany's Scholz sacks finance minister as government nears collapse",1,-1,,,,-1,-1,-1,0,,,,,,,0,1,1,1,0,0,0
167,"articles_newswires_processed.json",60,"URGENT: Germany's Scholz sacks finance minister as government",1,1,,,,,,,-1,,,,-1,-1,-1,0,1,1,1,0,0,0
168,"articles_newswires_processed.json",61,"Germany's Scholz sacks finance minister as government nears collapse",1,0,0,0,0,-1,-1,-1,0,0,,,,,,1,1,0,0,0,0,0
169,"articles_newswires_processed.json",63,"Germany's Scholz sacks finance minister as government nears collapse",1,-1,0,0,0,-1,-1,-1,1,1,1,1,-1,-1,-1,0,0,0,0,1,1,1
170,"articles_newswires_processed.json",64,"MARKET ANALYSIS: Futures Pointing To Continued Strength On Wall Street",1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0
171,"articles_newswires_processed.json",65,"CAC 40 gains 0.76% on Nov 7",1,-1,-1,,,-1,-1,-1,-1,-1,,,,,-1,1,1,1,1,0,0,1
172,"articles_newswires_processed.json",66,"Half-year Report",1,,,,,,,-1,,,,,,,,1,1,1,1,1,1,0
173,"articles_newswires_processed.json",67,"DEPARTMENT PRESS BRIEFING NOVEMBER 7, 2024",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
174,"articles_newswires_processed.json",68,"Department Press Briefing November 7, 2024",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
,"0402_summaries_german_Eval_1",,"",,,,,,,,,,,,,,,,1,1,1,1,1,1,1
2,"newspaper_Ampel_Koalition am Ende_52_processed.json",1,"Ampel-Koalition am Ende - Scholz entlässt Lindner",1,-1,-1,,,-1,-1,-1,0,,,,,,,0,0,1,1,0,0,0
3,"newspaper_Ampel_Koalition am Ende_52_processed.json",2,"Deutsche Ampel-Koalition am Ende: Scholz entlässt Lindner; Bundeskanzler stellt Weichen für Neuwahl: Keine Vertrauensbasis für weitere Zusammenarbeit - Vertrauensfrage am 15. Jänner",1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1
4,"newspaper_Ampel_Koalition am Ende_52_processed.json",3,"FDP soll Eskalation akribisch vorbereitet haben",1,-1,-1,,,-1,-1,-1,-1,-1,,,-1,-1,-1,1,1,1,1,1,1,1
5,"newspaper_Ampel_Koalition am Ende_52_processed.json",4,"Vorgeschobene Ukraine; Olaf Scholz begründet den Rauswurf seines Finanzministers mit dessen Weigerung, für die Ukraine-Hilfe die Schuldenbremse auszusetzen. Warum das ein passendes Ende der Ampel-Koalition ist.",1,-1,-1,,,-1,-1,-1,-1,,,,-1,-1,-1,1,0,1,1,1,1,1
6,"newspaper_Ampel_Koalition am Ende_52_processed.json",8,"Politik steht vor Turbo-Wahlkampf; Das Ende der Ampel-Koalition im Bund trifft die Parteien im Kreis nicht vollkommen überraschend. Einen Kandidaten nominiert haben aber noch nicht alle. Wie sie auf die Entwicklungen blicken, in Berlin – und hier am Niederrhein.",1,-1,0,,0,-1,0,-1,-1,0,0,0,,0,-1,1,1,0,1,0,1,1
7,"newspaper_Ampel_Koalition am Ende_52_processed.json",9,"Parteien bereiten sich auf Turbo-Wahlkampf vor; Das Ende der Ampel-Koalition im Bund trifft die Parteien im Kreis Kleve nicht vollkommen überraschend. Einen Kandidaten nominiert haben aber noch nicht alle. Wie sie auf die Entwicklungen blicken, in Berlin und hier am Niederrhein.",1,-1,0,,0,-1,0,-1,-1,0,0,0,,,-1,1,1,0,1,0,0,1
8,"newspaper_Ampel_Koalition am Ende_52_processed.json",10,"Plante FDP Ampel-Aus nach Drehbuch?",1,-1,-1,,,0,-1,,-1,-1,,,-1,-1,-1,1,1,1,1,0,1,0
9,"newspaper_Ampel_Koalition am Ende_52_processed.json",11,"Christian Lindner News: Lindner: Entscheidung zwischen Überzeugung und Amt",1,-1,-1,,,1,1,-1,-1,,,,-1,-1,-1,1,0,1,1,0,0,1
10,"newspaper_Ampel_Koalition am Ende_52_processed.json",12,"„Brauchen eine handlungsfähige Regierung“; Minister Oliver Krischer sprach auf der Versammlung des Verbands Nordrhein-Westfälischer Omnibusunternehmer in Langenfeld.",1,,,,0,,0,-1,,,,0,,,-1,1,1,1,1,1,0,1
11,"newspaper_Ampel_Koalition am Ende_52_processed.json",13,"Regierungskrise: Ampel-Koalition im Streit zerbrochen",1,1,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,1,1,1,1,1
12,"newspaper_Ampel_Koalition am Ende_52_processed.json",14,"Nach Rücktritten Beben in der FDP",1,1,1,,1,-1,-1,-1,,,,,-1,-1,-1,0,0,1,0,1,1,1
13,"newspaper_Ampel_Koalition am Ende_52_processed.json",16,"Steht die Mietpreisbremse vor dem Aus?; Wohnen Bis spätestens Ende 2025 läuft sie in Bundesländern aus   Verlängerung nach Bruch der Ampel-Koalition fraglich",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
14,"newspaper_Ampel_Koalition am Ende_52_processed.json",17,"Christian Lindner: Esken zu Bericht: Lindner und FDP haben sich disqualifiziert",1,,-1,,,-1,-1,-1,,,,,-1,-1,-1,1,0,1,1,1,1,1
15,"newspaper_Ampel_Koalition am Ende_52_processed.json",18,"PROTOKOLL EINER SCHEIDUNG; Lindner weg, Scholz stur, Zweckehe am Ende",1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,0,1,1,1
16,"newspaper_Ampel_Koalition am Ende_52_processed.json",19,"Ampel-Aus: ""Richtiger Schritt""; Wie bewerten die südhessischen Bundestagsabgeordneten das Ende der Regierungskoalition?",1,1,1,,1,-1,-1,0,0,,,,,,,0,0,1,0,0,0,0
17,"newspaper_Ampel_Koalition am Ende_52_processed.json",27,"Union sollte sich davor hüten, jetzt in reine Blockadehaltung zu verfallen ; Niedersachsens Regierungschef Stephan Weil (SPD) stärkt dem Kanzler nach dem Ampel-Ende den Rücken und wirft FDP-Chef Christian Lindner Schwäche vor: Dem habe es  am notwendigen Willen  gefehlt",1,1,1,,,-1,-1,-1,1,1,,,-1,-1,-1,1,1,1,1,1,1,1
18,"newspaper_Ampel_Koalition am Ende_52_processed.json",28,"Es ist vorbei",1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,1,1,1,1,1,1
19,"newspaper_Ampel_Koalition am Ende_52_processed.json",29,"Auf einmal nur noch Parteichef; Analyse Christian Lindner nach dem Ampel-Aus   Getroffen, aber kämpferisch",1,-1,-1,,,0,0,-1,-1,,,,1,1,-1,1,0,1,1,0,0,1
20,"newspaper_Ampel_Koalition am Ende_52_processed.json",30,"Auf einmal nur noch Parteichef; Christian Lindner gönnt sich keine Pause. Der ehemalige Bundesfinanzminister ist auf allen Kanälen. Sein Ziel: Die FDP wieder in den Bundestag zu führen. Dafür gibt er sich selbstbewusst.",1,-1,-1,0,0,1,1,-1,-1,,,,1,1,,1,0,0,0,1,1,0
21,"newspaper_Ampel_Koalition am Ende_52_processed.json",31,"Olaf Scholz: Grüne kritisieren Scholz-Telefonat mit Putin",1,-1,-1,0,1,,,-1,-1,,0,1,,,-1,1,0,1,1,1,1,1
22,"newspaper_Ampel_Koalition am Ende_52_processed.json",32,"Weil sieht seine SPD nun  aufgerüttelt ; Bundesregierung So reagieren die Fraktionen im Landtag auf das Ende der Ampel-Koalition in Berlin",1,1,1,,1,-1,-1,0,1,1,,1,-1,-1,,1,1,1,1,1,1,0
23,"newspaper_Ampel_Koalition am Ende_52_processed.json",33,"Wahlkampf im Bundestag",1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,1,1,1,1,1,1,1
24,"newspaper_Ampel_Koalition am Ende_52_processed.json",34,"Zwischen Empörung und Verständnis; Wie die Mitglieder des Bundestages aus dem Rheingau-Taunus-Kreis auf das Ende der Ampel-Koalition reagieren",1,-1,-1,0,0,-1,-1,-1,-1,-1,,0,-1,-1,-1,1,1,0,1,1,1,1
25,"newspaper_Ampel_Koalition am Ende_52_processed.json",35,"HIER HABEN UNSERE LESER DAS WORT: EIN SPEZIAL ZUM ENDE DER AMPEL-KOALITION UND DEN FOLGEN",1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,1,1,0,0,1
26,"newspaper_Ampel_Koalition am Ende_52_processed.json",36,"Regierung am Ende - Scholz entlässt Lindner",1,1,1,0,0,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0,0,1,1,1
27,"newspaper_Ampel_Koalition am Ende_52_processed.json",37,"Liberale Utopie; Nach dem Ende der Ampel-Koalition steht die Partei vor einem Imageproblem. Es droht die politische Marginalisierung.",1,1,0,,0,-1,-1,1,1,0,0,0,-1,-1,1,1,1,0,1,1,1,1
28,"newspaper_Ampel_Koalition am Ende_52_processed.json",38,"Mietpreisbremse vor dem Aus?; Spätestens Ende 2025 läuft in den Bundesländern die Begrenzung aus. Nach dem Bruch der Ampel-Koalition wird eine Verlängerung immer unwahrscheinlicher.",1,,,,,,,,,0,,0,,-1,-1,1,0,1,0,1,0,0
29,"newspaper_Ampel_Koalition am Ende_52_processed.json",39,"Liberale Hybris; Nach dem Ende der Ampel-Koalition steht die Partei vor einem Imageproblem. Es droht die politische Marginalisierung.",1,0,0,-1,-1,-1,-1,1,1,0,0,0,-1,-1,1,0,1,0,0,1,1,1
30,"newspaper_Ampel_Koalition am Ende_52_processed.json",42,"AMPEL-SPLITTER",1,-1,-1,,-1,-1,-1,-1,,,,,,,-1,0,0,1,0,0,0,1
31,"newspaper_Ampel_Koalition am Ende_52_processed.json",43,"Besser wäre eine konzentrierte politische TV-Berichterstattung; Zur Diskussion um die Reform des öffentlich-rechtlichen Fernsehens und dessen Verhalten bei der Berichterstattung über die Wahlen in den USA und das Ende der Ampel-Koalition in Berlin meldet sich ein Leser zu Wort.",1,,,,,,,0,,,,,,,,1,1,1,1,1,1,0
32,"newspaper_Ampel_Koalition am Ende_52_processed.json",44,"Was wird aus der Mietpreisbremse?",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
33,"newspaper_Ampel_Koalition am Ende_52_processed.json",45,"Auf dem Spiel steht viel",1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,1,1,1,1,1,1
34,"newspaper_Ampel_Koalition am Ende_52_processed.json",46,"Deutsche Ampel gescheitert",1,1,1,0,0,-1,-1,-1,-1,-1,,,-1,-1,-1,0,0,0,0,1,1,1
35,"newspaper_Ampel_Koalition am Ende_52_processed.json",48,"Steht die Mietpreisbremse vor dem Aus?",1,0,0,0,1,0,-1,-1,,0,,0,,-1,-1,0,1,0,0,0,1,1
36,"newspaper_Ampel_Koalition am Ende_52_processed.json",49,"Reizen bis zum Rausschmiss",1,-1,-1,0,0,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0
37,"newspaper_Ampel_Koalition am Ende_52_processed.json",50,"Wahlkampf mit Vernunft führen",1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,1
38,"newspaper_Ampel_Koalition am Ende_52_processed.json",51,"Wer die Schuld am Ampel-Aus trägt; Koalitionsbruch Das sagen Abgeordnete des Wahlkreises Delmenhorst, Wesermarsch, Oldenburg-Land",1,-1,-1,,1,-1,-1,-1,-1,-1,,1,-1,-1,-1,1,1,1,1,1,1,1
39,"newspaper_Ampel_Koalition am Ende_52_processed.json",53,"Ökonom: Firmen können politischen Wandel nutzen",1,,,,,,,-1,,,,,,,-1,1,1,1,1,1,1,1
40,"newspaper_koalitionskrise_52_processed.json",1,"""Es ist möglich - und da müssen jetzt alle arbeiten""; Kanzler Scholz appelliert im Ringen um Ausweg aus Koalitionskrise an Pflichtgefühl / Habeck macht Zugeständnis bei Intel-Milliarden, FDP antwortet mit Kritik",1,0,0,1,1,0,0,-1,0,,,,,,,1,0,0,0,0,0,0
41,"newspaper_koalitionskrise_52_processed.json",11,"Schicksalstag für die Ampel; Deutschland: Dramatisches Ringen um Auswege aus Koalitionskrise - FDP fordert Wirtschaftswende",1,0,-1,0,-1,1,1,-1,0,,,,,,,1,0,0,0,0,0,0
42,"newspaper_koalitionskrise_52_processed.json",13,"Der Präsident wird zum Verfassungsanker; Koalitionskrise Bevor Frank-Walter Steinmeier Neuwahlen zulässt, kann und muss er sehr genau hinschauen",1,0,-1,0,0,0,0,-1,,,,,,,,0,0,0,0,0,0,0
43,"newspaper_koalitionskrise_52_processed.json",14,"Platzt die Berliner Ampel-Regierung heute Abend?; Koalition Koalitionsausschuss tagt   Zuvor sind Treffen zwischen Scholz, Habeck und Lindner geplant",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
44,"newspaper_koalitionskrise_52_processed.json",15,"Gipfeltreffen zur Krise der Ampel",1,-1,-1,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,0,1,1,0,1,1
45,"newspaper_koalitionskrise_52_processed.json",16,"Ampel ringt um Fortbestand",1,0,-1,0,-1,0,-1,-1,1,-1,0,-1,0,-1,-1,0,1,1,1,1,1,1
46,"newspaper_koalitionskrise_52_processed.json",17,"Scholz: Einigung im Ampel-Streit möglich",1,1,0,0,0,-1,-1,-1,1,-1,0,-1,0,-1,-1,1,0,1,0,0,1,1
47,"newspaper_koalitionskrise_52_processed.json",18,"Zeit für Teamchef Mattle",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
48,"newspaper_koalitionskrise_52_processed.json",19,"Scholz stellt die Vertrauensfrage; Bundesregierung Die Ampel-Krise spitzt sich dramatisch zu. Der Kanzler entlässt den Finanzminister.",1,0,0,0,0,-1,-1,-1,1,,,,,,,0,0,0,0,0,0,0
49,"newspaper_koalitionskrise_52_processed.json",20,"Unter der Oberfläche brodelt es weiter; Landesregierung: Bei Krach im Landtag mit Koalitions-Aus gedroht - SVP-Fraktionssprecher Stauder wiegelt ab: Es gibt keine Krise",1,,,,,,,-1,,,,,,,,1,1,1,1,1,1,0
50,"newspaper_koalitionskrise_52_processed.json",22,"In Deutschland ist die Ampel aus",1,1,1,0,0,-1,-1,-1,1,1,,,-1,-1,-1,1,1,0,0,1,1,1
51,"newspaper_koalitionskrise_52_processed.json",23,"Scholz entlässt Finanzminister Lindner; Am 15. Januar will der Kanzler im Bundestag die Vertrauensfrage stellen. Der FDP-Chef schlug zuvor eine Neuwahl vor.",1,1,1,0,0,-1,-1,-1,1,0,0,0,-1,-1,-1,1,0,1,1,1,1,1
52,"newspaper_koalitionskrise_52_processed.json",26,"Danke, Christian Lindner",1,0,,,,,,,1,0,0,0,-1,-1,1,0,0,0,0,0,0,0
53,"newspaper_koalitionskrise_52_processed.json",28,"Lostag für die deutsche Ampel",1,0,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,1,1,1,1,1,1,1
54,"newspaper_koalitionskrise_52_processed.json",29,"Ampel-Aus gefährdet Deutsche-Bahn-Sanierung",1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0
55,"newspaper_koalitionskrise_52_processed.json",30,"Wenn die Medaille nicht zum Leben reicht; Das Land wünscht sich sportliche Erfolge   Doch bisherige Rahmenbedingungen lassen auch Spitzensportler verzweifeln",1,0,0,,,,,0,0,,,,,,,1,0,1,1,1,1,0
56,"newspaper_koalitionskrise_52_processed.json",33,"Regierung am Ende - Scholz entlässt Lindner",1,1,1,0,0,-1,-1,-1,1,1,0,0,-1,-1,-1,1,1,1,1,1,1,1
57,"newspaper_koalitionskrise_52_processed.json",36,"Ampeldämmerung in Berlin; Bundesregierung Die Koalition ringt um Auswege aus ihrer Krise. Die FDP stellt Forderungen.",1,0,,,,,,,1,-1,0,-1,0,-1,-1,0,0,0,0,0,0,0
58,"newspaper_koalitionskrise_52_processed.json",38,"Scholz: Jetzt müssen alle arbeiten",1,0,0,1,1,-1,-1,-1,0,,,,,,,1,0,0,0,0,0,0
59,"newspaper_koalitionskrise_52_processed.json",39,"Schlammschlacht nach dem Ampel-Aus",1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,0,1,1,1,1,1
60,"newspaper_koalitionskrise_52_processed.json",40,"Deutschland darf nicht ""ausfallen""",1,-1,-1,-1,0,-1,-1,-1,0,,,,,,,0,0,0,0,0,0,0
61,"newspaper_koalitionskrise_52_processed.json",42,",So, doof"" oder wie die Ampel endete",1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,0,1,1,1,1,1
62,"newspaper_koalitionskrise_52_processed.json",43,"Ampel-Aus im News-Ticker: Bundeskanzler überraschend verhandlungsbereit bei Termin für Neuwahl",1,1,1,,1,-1,-1,-1,0,,,,,,,0,0,1,0,0,0,0
63,"newspaper_koalitionskrise_52_processed.json",44,"Zähes Ringen: Hält die Regierung noch zusammen?",1,0,,,,,,,0,,,,,,,1,1,1,1,1,1,1
64,"newspaper_ampel-aus_0-200_processed.json",1,"Nach dem Ampel-Aus",1,,,,,,,-1,,,,,,,-1,1,1,1,1,1,1,1
65,"newspaper_ampel-aus_0-200_processed.json",2,"Ampel-Aus",1,-1,-1,0,0,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0
66,"newspaper_ampel-aus_0-200_processed.json",3,"Ampel-Aus trifft RKI",1,,-1,,,,,-1,,,,,,,-1,1,0,1,1,1,1,1
67,"newspaper_ampel-aus_0-200_processed.json",4,"Erleichterung nach Ampel-Aus",1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,1,1,1,1,1,0,1
68,"newspaper_ampel-aus_0-200_processed.json",5,"Ampel-Aus, Kanzlerkandidatur und Investitionen",1,-1,0,,,,,-1,0,1,,,,,0,0,0,1,1,1,1,0
69,"newspaper_ampel-aus_0-200_processed.json",6,"Dax trotzt Ampel-Aus",1,,,,,,,-1,,,,,,,0,1,1,1,1,1,1,0
70,"newspaper_ampel-aus_0-200_processed.json",7,"Stillstand nach Ampel-Aus?",1,-1,0,,0,,-1,-1,,0,,,,,-1,0,1,1,0,1,0,1
71,"newspaper_ampel-aus_0-200_processed.json",8,"Finanzminister sieht Chancen im Ampel-Aus",1,,-1,,-1,,-1,-1,,,,,,,,1,0,1,0,1,0,0
72,"newspaper_ampel-aus_0-200_processed.json",9,"Kommentar : Mainz im Dialog: Ampel-Aus belebt politisches Interesse",0,,,,,,,,,,,,,,0,1,1,1,1,1,1,0
73,"newspaper_ampel-aus_0-200_processed.json",10,"Ampel-Aus",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
74,"newspaper_ampel-aus_0-200_processed.json",14,"„Ampel“-Aus hat keinen überrascht",1,1,1,,0,-1,-1,-1,1,1,,,,,,1,1,1,0,0,0,0
75,"newspaper_ampel-aus_0-200_processed.json",15,"Ralf Schumacher: ""Jetzt geht es wieder bergauf!"" Schumi-Bruder jubelt über Ampel-Aus",1,-1,-1,,,-1,-1,-1,-1,-1,,,-1,-1,-1,1,1,1,1,1,1,1
76,"newspaper_ampel-aus_0-200_processed.json",16,"Sorge um Deutschlandticket nach Ampel-Aus",1,,0,,0,,,-1,,,,,,,0,1,0,1,0,1,1,0
77,"newspaper_ampel-aus_0-200_processed.json",17,"Ampel-Aus trifft die Baubranche hart",1,,,,,,,,,,,,,,-1,1,1,1,1,1,1,0
78,"newspaper_ampel-aus_0-200_processed.json",18,"Drehbuch zum Ampel-Aus",1,0,0,,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,1,1,1,1
79,"newspaper_ampel-aus_0-200_processed.json",19,"Kommentar : Ampel-Aus könnte Auswirkungen auf Wiesbaden haben",1,-1,0,,,-1,-1,-1,-1,,,,-1,-1,-1,1,0,1,1,1,1,1
80,"newspaper_ampel-aus_0-200_processed.json",20,"Nach dem Ampel-Aus: Das sind die neuen Minister - wer jetzt für die FDP übernimmt",1,0,0,0,0,-1,-1,-1,0,0,,,,,,1,1,0,0,0,0,0
81,"newspaper_ampel-aus_0-200_processed.json",21,"Kommentar : Das Gewalthilfegesetz darf am Ampel-Aus nicht scheitern",1,,,,,-1,-1,-1,,,,,-1,-1,-1,1,1,1,1,1,1,1
82,"newspaper_ampel-aus_0-200_processed.json",22,"Landtagsfraktionen äußern sich zum Ampel-Aus",1,1,1,,0,-1,-1,0,1,,,,,,,1,0,1,0,0,0,0
83,"newspaper_ampel-aus_0-200_processed.json",23,"Ampel aus, Wahlkampfmodus an",1,1,1,,,-1,-1,-1,1,1,,,-1,0,-1,1,1,1,1,1,0,1
84,"newspaper_ampel-aus_0-200_processed.json",24,"Robert Habeck zum Ampel-Aus",1,0,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0
85,"newspaper_ampel-aus_0-200_processed.json",25,"Politisierung nach dem Ampel-Aus?",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
86,"newspaper_ampel-aus_0-200_processed.json",26,"FDP-Pläne fürs Ampel-Aus",1,-1,-1,-1,-1,-1,-1,0,-1,0,,0,-1,-1,-1,1,0,0,0,1,1,0
87,"newspaper_ampel-aus_0-200_processed.json",27,"In Deutschland ist die Ampel aus",1,1,1,0,0,-1,-1,-1,1,1,,,-1,-1,-1,1,1,0,0,1,1,1
88,"newspaper_ampel-aus_0-200_processed.json",28,"Das Ampel-Aus ist eine Chance für Sachsen",1,-1,-1,0,0,-1,-1,1,,,,,,,,0,0,0,0,0,0,0
89,"newspaper_ampel-aus_0-200_processed.json",29,"Unsicherheit Gift für Wirtschaft; Analyse Ökonomen warnen nach Ampel-Aus vor neuer Rezession",1,,-1,,,,,-1,0,0,,,,,-1,0,0,1,1,1,1,1
90,"newspaper_ampel-aus_0-200_processed.json",30,"Das Ampel-Aus-Papier;  Beginn der offenen Feldschlacht!",1,-1,-1,0,0,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0
91,"newspaper_ampel-aus_0-200_processed.json",31,"Plante FDP Ampel-Aus nach Drehbuch?",1,-1,-1,,,0,-1,,-1,-1,,,0,-1,-1,1,1,1,1,1,1,0
92,"newspaper_ampel-aus_0-200_processed.json",33,"Blamage nach Ampel-Aus: Keine schnelle Neuwahl möglich? Angeblicher Papiermangel sorgt für Gelächter",1,-1,,,,-1,-1,-1,0,,,,,,,0,1,1,1,0,0,0
93,"newspaper_ampel-aus_0-200_processed.json",49,"Ampel-Aus mit Ansage",1,-1,-1,-1,-1,1,1,-1,0,,,,,,,0,0,0,0,0,0,0
94,"newspaper_ampel-aus_0-200_processed.json",50,"Annalena Baerbock: Nach dem Ampel-Aus hilft der Außenministerin nur noch eines",1,-1,,,,-1,-1,-1,-1,,,,-1,-1,-1,1,1,1,1,1,1,1
95,"newspaper_ampel-aus_0-200_processed.json",52,"Sahra Wagenknecht News: Ampel-Aus: Wagenknecht für Beförderungsstopp in Ministerien",1,-1,-1,,-1,,,-1,,,,,,,-1,0,0,1,0,1,1,1
96,"newspaper_ampel-aus_0-200_processed.json",53,"Was die Fraktionen über das Ampel-Aus denken",1,1,1,,,-1,-1,-1,1,1,,,-1,-1,-1,1,1,1,1,1,1,1
97,"newspaper_ampel-aus_0-200_processed.json",54,"Olaf Scholz: Kanzler nach Ampel-Aus ""stärker denn je"" - Applaus für neue Videobotschaft",1,0,,,,,,,1,0,,,-1,-1,-1,0,0,1,1,0,0,0
98,"newspaper_ampel-aus_0-200_processed.json",55,"„Hat nichts mit Ampel-Aus zu tun“",1,,,,0,,,,,0,,,,,,1,0,1,0,1,1,1
99,"newspaper_ampel-aus_0-200_processed.json",56,"Bürger verunsichert und geschockt; Ampel-Aus und Trump-Sieg sorgen für aufgewühlte Reaktionen in Rheinhessen und an der Nahe",1,-1,-1,,,-1,-1,-1,0,,,,,,,0,0,1,1,0,0,0
100,"newspaper_ampel-aus_0-200_processed.json",57,",,Neuwahlen schon früher!""; Umfrage Es herrscht Erleichterung über das Ampel-Aus.",1,-1,,,,1,-1,-1,0,,,,,,,0,1,1,1,0,0,0
101,"newspaper_ampel-aus_0-200_processed.json",59,"Frustration nach Ampel-Aus; Politik SPD-Abgeordnete Möller sieht auch gute Ergebnisse   Janssen übt Kritik",1,-1,-1,,-1,-1,-1,-1,-1,-1,,,,-1,-1,1,1,1,0,0,1,1
102,"newspaper_ampel-aus_0-200_processed.json",60,"Das Ampel-Aus ist gefährlich ; Interview Gesundheitsminister Lauterbach zu Folgen für Patienten und Reformen",1,,,,,,,,,,,,0,0,-1,1,1,1,1,0,0,0
103,"newspaper_ampel-aus_0-200_processed.json",61,"Sonntagsfrage nach Ampel-Aus: Scholz-Partei abgestürzt - so könnte die neue Bundesregierung aussehen",1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,0,1,1,1
104,"newspaper_ampel-aus_0-200_processed.json",62,"""Caren Miosga"", ""hart aber fair"" und Co.: Drohen den ARD-Talkshows nach dem Ampel-Aus Programmänderungen?",1,-1,,,,-1,-1,-1,-1,,,,-1,-1,-1,1,1,1,1,1,1,1
105,"newspaper_ampel-aus_0-200_processed.json",63,"Was das Ampel-Aus für die Rente bedeutet",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
106,"newspaper_ampel-aus_0-200_processed.json",64,"News des Tages heute: Cem Özdemir privat: Grünen-Politiker jetzt Doppel-Minister / Nach dem Ampel-Aus: Wer jetzt für die FDP übernimmt",0,-1,0,,,-1,-1,-1,-1,,,,-1,-1,0,1,0,1,1,1,1,0
107,"newspaper_ampel-aus_0-200_processed.json",65,"Flaute treibt Strompreis hoch; Per Gesetz sollten Ersatzkraftwerke gebaut werden. Das Ampel-Aus gefährdet den Plan",1,,,,,,,,,,,,,,,1,1,1,1,1,1,1
108,"newspaper_ampel-aus_0-200_processed.json",66,"Frustration nach Ampel-Aus; Politik SPD-Abgeordnete Siemtje Möller sieht auch gute Ergebnisse   Anne Janssen übt Kritik",1,-1,-1,,-1,-1,-1,-1,,,,,,,,0,0,1,0,0,0,0
109,"newspaper_ampel-aus_0-200_processed.json",67,"Ampel-Aus im News-Ticker: Bundeskanzler überraschend verhandlungsbereit bei Termin für Neuwahl",1,1,1,,1,-1,-1,-1,0,,,,,,,0,0,1,0,0,0,0
110,"newspaper_ampel-aus_0-200_processed.json",68,"""Unverständlich und widersprüchlich""; FDP-MdB kritisiert Wissing scharf / Ampel-Aus trifft rheinhessische Volksvertreter nicht unerwartet",1,1,1,,0,-1,-1,-1,1,0,,0,-1,-1,-1,1,0,1,1,1,1,1
111,"newspaper_ampel-aus_0-200_processed.json",70,"Kanzler stellt Vertrauensfrage; AMPEL-AUS!; Kanzler stellt Vertrauensfrage",1,1,1,1,1,-1,-1,1,0,0,0,0,-1,-1,-1,0,0,0,0,1,1,0
