"source","evaluator","dataset","datapoint","smm_consistency","atc_coalition","atc_spd","atc_fdp","atc_green","atc_scholz","atc_lindner","atc_habeck","smm_coalition","smm_spd","smm_fdp","smm_green","smm_scholz","smm_lindner","smm_habeck","comment","datapoint_new"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",14,1,"-1","1","-1","0","1","-1","NONE","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_14"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",15,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_15"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",16,1,"-1","0","NONE","0","0","NONE","NONE","0","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_16"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",17,1,"-1","-1","-1","-1","0","0","0","-1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_17"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",18,1,"-1","0","-1","0","0","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_18"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",19,1,"-1","0","-1","0","-1","-1","0","-1","-1","-1","NONE","-1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_19"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",20,1,"-1","-1","-1","0","-1","-1","0","-1","0","-1","0","0","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_20"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",21,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_21"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",22,1,"-1","1","-1","0","1","-1","NONE","-1","1","-1","0","0","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_22"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",23,1,"-1","1","-1","0","1","-1","0","-1","1","0","NONE","1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_23"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",24,1,"-1","0","-1","1","0","-1","1","0","0","0","1","0","0","1",,"newspaper_ampel-aus_0-200_processed.json_24"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",25,1,"0","0","-1","1","0","0","0","-1","0","-1","1","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_25"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",26,1,"0","0","-1","0","-1","-1","-1","-1","0","-1","0","-1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_26"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",27,1,"1","1","-1","0","1","-1","0","-1","1","-1","0","1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_27"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",28,1,"1","0","0","0","0","0","0","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_28"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",29,1,"-1","0","0","0","0","0","0","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_29"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",30,1,"0","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_30"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",31,1,"-1","-1","-1","0","-1","0","0","-1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_31"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",33,1,"-1","0","-1","0","-1","-1","NONE","-1","0","0","NONE","0","0","NONE",,"newspaper_ampel-aus_0-200_processed.json_33"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",49,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_49"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",50,1,"-1","0","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_50"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",52,1,"-1","-1","0","-1","-1","0","0","1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_52"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",53,1,"1","1","-1","NONE","0","-1","NONE","-1","1","-1","0","1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_53"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",54,1,"-1","0","-1","-1","0","-1","-1","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_54"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",55,1,"0","0","NONE","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_55"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",56,1,"-1","-1","-1","0","-1","-1","0","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_56"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",57,1,"-1","-1","-1","0","-1","1","0","1","0","-1","NONE","0","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_57"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",59,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","1","NONE",,"newspaper_ampel-aus_0-200_processed.json_59"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",60,1,"-1","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_60"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",61,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","-1","-1",,"newspaper_ampel-aus_0-200_processed.json_61"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",62,1,"-1","0","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_62"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",63,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_63"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",64,0,"-1","0","-1","1","-1","-1","0","1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_64"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",65,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","-1","0","NONE","0","0","NONE","0",,"newspaper_ampel-aus_0-200_processed.json_65"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",66,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_66"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",67,1,"-1","1","-1","0","1","-1","0","-1","0","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_67"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",68,1,"-1","1","-1","0","1","-1","NONE","-1","0","-1","0","1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_68"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",70,1,"1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_70"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",71,1,"0","0","-1","0","0","0","0","1","0","-1","0","NONE","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_71"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",82,1,"-1","0","-1","NONE","0","-1","0","1","0","-1","0","-1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_82"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",84,1,"-1","0","-1","0","-1","-1","-1","-1","0","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_84"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",85,1,"-1","0","-1","0","-1","-1","NONE","-1","0","-1","0","-1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_85"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",87,1,"-1","0","-1","0","-1","-1","0","-1","-1","-1","-1","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_87"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",88,1,"-1","1","-1","NONE","1","-1","NONE","-1","0","0","0","1","0","0",,"newspaper_ampel-aus_0-200_processed.json_88"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",89,1,"1","-1","-1","0","-1","-1","0","-1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_89"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",90,1,"1","0","0","0","0","0","0","0","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_90"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",91,1,"-1","0","-1","0","0","-1","0","-1","-1","-1","NONE","-1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_91"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",92,1,"1","0","0","0","0","0","0","0","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_92"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",93,1,"-1","0","-1","1","-1","-1","0","-1","0","0","1","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_93"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",99,1,"-1","0","0","0","0","0","0","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_99"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",100,1,"-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_100"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",101,1,"-1","1","-1","NONE","1","-1","NONE","-1","1","-1","NONE","1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_101"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",102,1,"-1","0","-1","0","0","-1","0","-1","-1","-1","-1","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_102"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",103,1,"-1","-1","0","1","0","0","0","-1","-1","1","1","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_103"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",104,1,"-1","-1","0","0","-1","0","0","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_104"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",105,0,"0","0","0","0","0","0","0","-1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_105"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",106,1,"-1","0","-1","0","0","0","0","-1","-1","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_106"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",107,1,"1","0","0","0","0","0","0","1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_107"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",108,1,"0","0","0","0","0","0","0","NONE","0","NONE","NONE","0","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_108"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",109,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_109"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",110,1,"0","0","-1","1","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_110"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",111,1,"0","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_111"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",116,1,"1","-1","-1","-1","NONE","1","NONE","-1","-1","-1","-1","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_116"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",118,1,"-1","0","-1","NONE","-1","-1","NONE","-1","NONE","1","NONE","NONE","1","NONE",,"newspaper_ampel-aus_0-200_processed.json_118"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",120,1,"-1","-1","0","0","1","0","0","-1","-1","0","0","1","0","0",,"newspaper_ampel-aus_0-200_processed.json_120"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",122,1,"0","1","0","1","0","0","0","-1","1","-1","0","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_122"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",123,1,"-1","1","-1","NONE","1","-1","NONE","-1","1","-1","0","1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_123"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",124,1,"-1","0","0","0","NONE","0","NONE","-1","NONE","NONE","0","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_124"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",125,1,"-1","0","-1","0","0","-1","NONE","-1","-1","-1","-1","-1","-1","-1",,"newspaper_ampel-aus_0-200_processed.json_125"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",126,1,"0","-1","0","1","-1","0","0","1","-1","0","1","0","0","1",,"newspaper_ampel-aus_0-200_processed.json_126"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",128,1,"-1","0","-1","0","0","-1","0","-1","-1","-1","-1","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_128"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",137,1,"-1","0","-1","0","0","-1","0","-1","-1","-1","-1","-1","-1","-1",,"newspaper_ampel-aus_0-200_processed.json_137"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",150,1,"-1","-1","-1","1","-1","-1","0","-1","-1","-1","1","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_150"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",152,1,"-1","-1","1","0","-1","1","0","0","0","1","0","-1","1","0",,"newspaper_ampel-aus_0-200_processed.json_152"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",153,1,"1","0","-1","0","1","-1","0","-1","0","-1","0","1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_153"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",154,1,"0","-1","-1","0","-1","-1","0","-1","-1","-1","-1","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_154"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",155,1,"-1","0","-1","1","0","-1","0","-1","0","1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_155"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",156,1,"-1","0","-1","0","-1","-1","0","-1","1","-1","1","1","-1","1",,"newspaper_ampel-aus_0-200_processed.json_156"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",157,1,"0","1","1","1","0","0","0","0","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_157"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",159,1,"-1","0","-1","0","-1","-1","0","-1","0","-1","NONE","-1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_159"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",160,1,"0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_160"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",161,1,"0","1","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_161"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",163,1,"-1","-1","-1","1","-1","-1","0","-1","-1","-1","1","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_163"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",166,1,"-1","0","-1","0","-1","-1","0","-1","0","-1","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_166"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",167,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_167"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",168,1,"-1","-1","1","-1","-1","1","-1","-1","-1","-1","0","-1","-1","0",,"newspaper_ampel-aus_0-200_processed.json_168"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",169,1,"-1","0","-1","0","0","-1","0","-1","0","0","1","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_169"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",170,1,"-1","-1","-1","-1","-1","-1","-1","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_0-200_processed.json_170"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",172,1,"0","0","-1","0","0","-1","0","1","NONE","-1","NONE","NONE","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_172"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",174,1,"-1","0","-1","0","-1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_174"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",177,1,"1","1","-1","1","1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_177"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",194,1,"-1","0","1","0","0","1","0","-1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_0-200_processed.json_194"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",197,1,"0","1","-1","1","1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_197"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",198,1,"0","0","-1","0","0","-1","0","0","0","-1","0","0","-1","0",,"newspaper_ampel-aus_0-200_processed.json_198"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",199,1,"-1","-1","0","-1","-1","0","NONE","-1","0","-1","NONE","-1","-1","NONE",,"newspaper_ampel-aus_0-200_processed.json_199"
"meval","Llama","newspaper_ampel-aus_0-200_processed.json",200,1,"-1","1","-1","0","1","-1","0","-1","1","0","NONE","1","0","NONE",,"newspaper_ampel-aus_0-200_processed.json_200"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",1,1,"0","0","1","1","0","-1","0","-1","0","-1","1","0","-1","0",,"newspaper_ampel-aus_201-300_processed.json_1"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",2,1,"0","0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_2"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",11,1,"-1","0","-1","NONE","-1","-1","NONE","-1","0","-1","0","-1","-1","0",,"newspaper_ampel-aus_201-300_processed.json_11"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",12,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_201-300_processed.json_12"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",14,1,"-1","0","-1","0","0","-1","0","-1","NONE","0","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_14"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",16,1,"0","-1","-1","0","-1","-1","0","0","0","0","NONE","0","0","NONE",,"newspaper_ampel-aus_201-300_processed.json_16"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",17,1,"-1","0","-1","1","-1","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_17"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",18,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_18"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",19,1,"-1","NONE","-1","NONE","NONE","-1","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_19"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",22,1,"-1","-1","-1","-1","-1","-1","-1","-1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_22"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",24,1,"-1","-1","-1","0","-1","-1","0","-1","0","-1","0","0","-1","NONE",,"newspaper_ampel-aus_201-300_processed.json_24"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",27,1,"-1","-1","-1","NONE","-1","-1","NONE","-1","-1","-1","NONE","-1","-1","NONE",,"newspaper_ampel-aus_201-300_processed.json_27"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",36,1,"0","0","-1","0","1","-1","0","0","0","-1","0","0","-1","0",,"newspaper_ampel-aus_201-300_processed.json_36"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",37,1,"-1","0","0","0","0","0","0","-1","0","0","0","0","0","0",,"newspaper_ampel-aus_201-300_processed.json_37"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",38,1,"-1","0","0","0","0","0","0","0","0","0","0","0","0","0",,"newspaper_ampel-aus_201-300_processed.json_38"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",43,1,"-1","-1","NONE","NONE","-1","NONE","NONE","-1","-1","NONE","NONE","0","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_43"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",45,1,"-1","0","1","1","0","0","0","-1","0","1","1","0","0","1",,"newspaper_ampel-aus_201-300_processed.json_45"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",49,1,"NONE","NONE","NONE","NONE","NONE","NONE","NONE","-1","NONE","1","NONE","NONE","1","NONE",,"newspaper_ampel-aus_201-300_processed.json_49"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",58,1,"1","1","1","1","-1","-1","NONE","-1","1","1","1","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_58"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",59,1,"0","0","-1","0","0","-1","0","-1","-1","-1","0","-1","0","0",,"newspaper_ampel-aus_201-300_processed.json_59"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",60,1,"-1","-1","-1","0","-1","-1","0","-1","-1","-1","0","0","-1","0",,"newspaper_ampel-aus_201-300_processed.json_60"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",61,1,"-1","0","-1","0","0","-1","0","-1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_61"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",62,1,"-1","1","-1","0","1","-1","0","0","0","-1","NONE","0","-1","NONE",,"newspaper_ampel-aus_201-300_processed.json_62"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",63,1,"0","0","-1","0","0","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_63"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",65,1,"-1","1","-1","NONE","1","-1","NONE","1","0","-1","0","0","-1","NONE",,"newspaper_ampel-aus_201-300_processed.json_65"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",68,1,"-1","0","0","0","0","0","0","-1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_68"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",69,1,"-1","0","-1","0","0","-1","0","-1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_69"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",70,1,"-1","0","0","0","0","0","0","0","0","-1","0","0","0","0",,"newspaper_ampel-aus_201-300_processed.json_70"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",75,1,"-1","1","-1","0","1","-1","0","-1","0","-1","NONE","-1","-1","NONE",,"newspaper_ampel-aus_201-300_processed.json_75"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",77,1,"-1","-1","-1","1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1",,"newspaper_ampel-aus_201-300_processed.json_77"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",86,1,"-1","-1","1","0","-1","1","0","-1","-1","1","-1","-1","1","0",,"newspaper_ampel-aus_201-300_processed.json_86"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",87,1,"-1","0","0","0","0","0","0","1","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_87"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",88,1,"-1","-1","0","0","-1","0","0","-1","0","NONE","NONE","-1","NONE","NONE",,"newspaper_ampel-aus_201-300_processed.json_88"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",90,1,"0","NONE","-1","1","NONE","-1","1","0","NONE","NONE","1","NONE","NONE","1",,"newspaper_ampel-aus_201-300_processed.json_90"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",92,1,"0","-1","1","-1","-1","1","-1","1","-1","1","-1","-1","1","-1",,"newspaper_ampel-aus_201-300_processed.json_92"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",93,1,"-1","1","-1","1","1","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_201-300_processed.json_93"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",94,1,"0","NONE","-1","1","NONE","-1","1","-1","NONE","NONE","1","NONE","NONE","1",,"newspaper_ampel-aus_201-300_processed.json_94"
"meval","Llama","newspaper_ampel-aus_201-300_processed.json",99,1,"1","1","-1","0","1","-1","0","-1","1","-1","1","1","-1","1",,"newspaper_ampel-aus_201-300_processed.json_99"
"meval","Llama","newspaper_ampel-aus_300-400_processed.json",1,1,"0","0","1","1","0","-1","0","-1","0","0","1","NONE","-1","NONE",,"newspaper_ampel-aus_300-400_processed.json_1"
"meval","Llama","newspaper_ampel-aus_300-400_processed.json",2,1,"0","0","0","0","0","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_300-400_processed.json_2"
"meval","Llama","newspaper_ampel-aus_300-400_processed.json",10,1,"-1","0","-1","0","-1","-1","0","-1","0","-1","NONE","0","-1","NONE",,"newspaper_ampel-aus_300-400_processed.json_10"
"meval","Llama","newspaper_ampel-aus_300-400_processed.json",12,1,"-1","0","-1","0","0","-1","0","-1","0","-1","0","0","-1","0",,"newspaper_ampel-aus_300-400_processed.json_12"
"meval","Llama","newspaper_ampel-aus_300-400_processed.json",15,1,"-1","0","-1","0","0","-1","0","-1","NONE","0","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_300-400_processed.json_15"
"meval","Llama","newspaper_ampel-aus_300-400_processed.json",17,1,"0","-1","-1","0","-1","-1","0","-1","0","0","NONE","0","0","NONE",,"newspaper_ampel-aus_300-400_processed.json_17"
"meval","Llama","newspaper_ampel-aus_300-400_processed.json",18,1,"-1","0","-1","1","-1","-1","0","NONE","NONE","NONE","NONE","NONE","NONE","NONE",,"newspaper_ampel-aus_300-400_processed.json_18"
